Title,Artist,Key,Tempo,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
"Da Funk","Daft Punk","6A",112.0,"House","2006-04-29: Coachella Valley Music Festival","",1/13/2024,"C:\iTunes\Music\Daft Punk\2006-04-29_ Coachella Valley Music Festival\12 Da Funk 2.mp3","6A - 6",2006,-12.9 dB,6,8,5243
"Welcome to V.N.","Onra","5A",92.0,"Other","Chinoiseries","",1/13/2024,"C:\iTunes\Music\Onra\Chinoiseries\17 Welcome to V.N..mp3","5A - 5",,-11.0 dB,5,2,0
"HiTom 808","Native Instruments","10A",157.7,"Sound Effects","","",1/13/2024,"C:\iTunes\Music\Unknown Artist\Unknown Album\HiTom 808.wav","10A - 0",,-9.8 dB,0,0,0
"Say Goodbye","Amos Lee","8B",87.9,"Folk-Rock","As The Crow Flies","",6/29/2023,"C:\iTunes\Music\Amos Lee\As The Crow Flies\03 Say Goodbye.mp3","8B - 4",2012,-12.7 dB,4,8,32
"Inteha Ho Gayi Intezar Ki","Kishore kumar and Asha Bhosle","9A",111.5,"World/India","A is for Asha B is for Bhosle","",1/13/2024,"C:\Users\louis.media\Documents\Soulseek Downloads\complete\ajnabi1957\A is for Asha B is for Bhosle\16 Inteha Ho Gayi Intezar Ki.mp3","9A - 3 - VG's LP Collection",1984,-17.4 dB,3,7,0
"No Let Up","Hertz Couture","11A",80.0,"","Volume 4","",1/13/2024,"C:\iTunes\Music\Dred Collective\Volume 4\26 No Let Up.mp3","11A - 7 - Visit http://dredcollective.bandcamp.com",2017,-10.4 dB,7,8,1
"Arco Arena","CAKE","8A",157.9,"Alternative & Punk","Comfort Eagle","",1/13/2024,"C:\iTunes\Music\CAKE\Comfort Eagle\06 Arco Arena.mp3","8A - 6",2002,-16.0 dB,6,7,1
"Forearm Shiver","Autumn Thunder","8A",86.6,"Soundtrack","40 Years Of NFL Films Music","",6/29/2023,"C:\iTunes\Music\Autumn Thunder\40 Years Of NFL Films Music\17 Forearm Shiver.mp3","8A - 6",2004,-13.9 dB,6,8,32
"Hello","Martin Solveig & Dragonette","5B",128.0,"Other","Martin Solveig - Smash (2011)","",1/13/2024,"C:\iTunes\Music\Martin Solveig & Dragonette\Martin Solveig - Smash (2011)\01 Hello.mp3","5B - 7",2011,-10.8 dB,7,8,435
"3107167_Torro_Torro_Moombahton_Loops_And_Samples_Original_Mix [2020-11-13 132308]","","5A",110.0,"","","",6/29/2023,"D:\Breakfast Beats\luzluzluz Project\Samples\Processed\Crop\3107167_Torro_Torro_Moombahton_Loops_And_Samples_Original_Mix [2020-11-13 132308].wav","5A - 4",,-23.6 dB,4,1,0
"Sonnet","The Verve","8B",88.0,"Britpop","Urban Hymns","",1/13/2024,"C:\iTunes\Music\The Verve\Urban Hymns\02 Sonnet.mp3","8B - 4",1997,-13.3 dB,4,8,23
"Extra Kings","The Avalanches","9B",95.0,"Electronica","Since I Left You","",6/29/2023,"C:\iTunes\Music\The Avalanches\Since I Left You\18 Extra Kings.mp3","9B - 5",2000,-14.3 dB,5,5,3
"Settle Down (Remix) Ft. No Doubt","Major Lazer","11A",112.0,"Electronic","Lazer Strikes Back Vol.3 (Promo CDS)","",1/13/2024,"C:\iTunes\Music\Major Lazer\Lazer Strikes Back Vol.3 (Promo CDS)\04 Settle Down (Remix) Ft. No Doubt.mp3","11A - 8",2013,-9.5 dB,8,8,501
"The Young Ones","Cliff Richard","9B",137.0,"Pop","100 Hits - Classic 60s Disc 1","",1/13/2024,"C:\iTunes\Music\Varioussze Artisten\100 Hits - Classic 60s Disc 1\1-02 The Young Ones.mp3","9B - 4",2012,-16.6 dB,4,8,0
"Battlesong","Deltron 3030","2A",90.0,"Ambient","Deltron 3030","",1/13/2024,"C:\iTunes\Music\Deltron 3030\Deltron 3030\18 Battlesong.mp3","2A - 4",2000,-14.0 dB,4,8,12
"Guallando - Nikko Calor Puro Pari Remix","Fulanito","7A",150.0,"","","",1/13/2024,"C:\iTunes\Music\Fulanito\Unknown Album\Guallando - Nikko Calor Puro Pari Remix.mp3","7A - 7",,-9.5 dB,7,8,5654
"Doo Waa Ditty","Zapp & Roger","11B",113.7,"Pop","","",1/13/2024,"C:\iTunes\Music\Zapp & Roger\Unknown Album\Doo Waa Ditty.mp3","11B - 6",,-18.4 dB,6,8,1
"Native puppy love","A Tribe Called Red","5A",130.0,"Pow Wow Step","A Tribe Called Red","",6/29/2023,"C:\iTunes\Music\A Tribe Called Red\A Tribe Called Red\07 Native puppy love.mp3","5A - 6",2012,-9.1 dB,6,8,338
"Johnny O. Mega Mix - Highway Of Love","Johnny O. Mega Mix","8A",122.8,"","","",6/29/2023,"C:\iTunes\Music\10\Unknown Album\Johnny O. Mega Mix - Highway Of Love.mp3","8A - 7",,-14.3 dB,7,4,145
"A_Comfort_Drums_01","Comfort Fit","5A",124.2,"","","",1/13/2024,"C:\iTunes\Music\Unknown Artist\Unknown Album\A_Comfort_Drums_01.wav","5A - 2",,-17.4 dB,2,1,0
"Olympian","NFL Films Music","5A",118.5,"Soundtrack","Autumn Thunder CD#5","",1/13/2024,"C:\iTunes\Music\NFL Films Music\Autumn Thunder CD#5\08 Olympian.mp3","5A - 4",2004,-16.6 dB,4,8,2
"Get Down Tonight","KC & The Sunshine Band","4A",112.8,"Pop","","",1/13/2024,"C:\iTunes\Music\KC & The Sunshine Band\Unknown Album\Get Down Tonight.mp3","4A - 6",,-16.8 dB,6,8,69
"Just Friends","Amy Winehouse","11B",95.5,"Blues","Back To Black (Deluxe Edition)","",6/29/2023,"C:\iTunes\Music\Amy Winehouse\Back To Black (Deluxe Edition)\04 Just Friends.mp3","11B - 6",2007,-21.5 dB,6,8,0
"Estimate","Jay Dee","8A",93.0,"Hip Hop/Rap","Fan-tas-tic, Vol.1","",1/13/2024,"C:\iTunes\Music\Jay Dee\Fan-tas-tic, Vol.1\07 Estimate.mp3","8A - 5",1996,-19.7 dB,5,8,0
"Lovin Berlin (Original Mix)","Olivier Giacomotto","5A",120.0,"Progressive House, Deep House, Tech House, Electro House, Indie Dance / Nu Disco","Beatport Top 100 March 2014","",1/13/2024,"C:\iTunes\Music\Various Artists\Beatport Top 100 March 2014\73 Lovin Berlin (Original Mix).mp3","5A - 6",2014,-9.2 dB,6,8,14889
"Technotronic - Pump Up The Jam","2manydj's","5A",133.7,"General Electronic","Radio Soulwax Live - Get Yer Yo Yo's Out!","",6/29/2023,"C:\iTunes\Music\2manydj's\Radio Soulwax Live - Get Yer Yo Yo's Out!\21 Technotronic - Pump Up The Jam.mp3","5A - 8",2006,-12.6 dB,8,7,0
"Close (To The Edit)","The Art Of Noise","8B",107.6,"Pop","Seriously 80's","",6/29/2023,"C:\iTunes\Music\Compilations\Seriously 80's\2-19 Close (To The Edit).mp3","8B - 6",2012,-19.3 dB,6,8,0
"Happy ( J.A.C.K remix )","C2C","6A",115.0,"Electo","Distorsong.blogspot.com","",1/13/2024,"C:\iTunes\Music\C2C\Distorsong.blogspot.com\Happy ( J.A.C.K remix ).mp3","6A - 7",,-13.7 dB,7,7,0
"The Real Man","The Seatbelts/Yoko Kanno","7A",82.5,"Soundtrack - Anime","Cowboy Bebop OST 4 - Blue","",1/13/2024,"C:\iTunes\Music\The Seatbelts_Yoko Kanno\Cowboy Bebop OST 4 - Blue\07 The Real Man.mp3","7A - 5",1999,-11.6 dB,5,5,469
"1994","Quasimoto","1A",105.2,"Hip Hop","The Further Adventures of Lord Quas","",1/13/2024,"C:\iTunes\Music\Quasimoto\The Further Adventures of Lord Quas\12 1994.mp3","1A - 5",2005,-12.2 dB,5,8,19
"Ghostbusters","Ray Parker Jr.","1B",115.7,"General Pop","Sounds Of The Eighties: 1984","",1/13/2024,"C:\iTunes\Music\Ray Parker Jr_\Sounds Of The Eighties_ 1984\01 Ghostbusters.mp3","1B - 7",,-16.6 dB,7,4,9
"05 Joulupukki Bass","Native Instruments","8A",120.2,"","","",1/13/2024,"C:\iTunes\Music\Native Instruments\Unknown Album\05 Joulupukki Bass.aif","8A - 4",,-24.3 dB,4,0,0
"Shiritai","izumi macra×mabanua","2A",89.0,"Soundtrack","SPACE☆DANDY O.S.T.1 BEST HIT BBP","",1/13/2024,"C:\iTunes\Music\izumi macra◊mabanua\SPACE☆DANDY O.S.T.1 BEST HIT BBP\16 Shiritai.mp3","2A - 5",2014,-13.2 dB,5,3,1873
"The Hunt","Grizzly Bear","10B",128.0,"Indie Rock","Shields","",1/13/2024,"C:\iTunes\Music\GRIZZLY BEAR\Shields\05 The Hunt.mp3","10B - 3",2012,-12.8 dB,3,4,120
"5-Audio 0001 [2020-07-30 204428]","","6A",145.6,"","","",6/29/2023,"D:\Breakfast Beats\Meet the mets\Meet The Mets Project\Samples\Recorded\5-Audio 0001 [2020-07-30 204428].wav","6A - 6",,-11.0 dB,6,1,0
"JESSICA.","Radical One","4A",90.0,"","31 DAMAS.","",6/30/2023,"C:\Users\louis.media\Music\Radical One Full Collection\Radical One - 31 DAMAS\Radical One - 31 DAMAS. - 22 JESSICA..mp3","4A - 6 - Visit http://radicalone.bandcamp.com",2018,-9.7 dB,6,7,252
"04 Joulupukki Bass","Native Instruments","8A",120.1,"","","",1/13/2024,"C:\iTunes\Music\Native Instruments\Unknown Album\04 Joulupukki Bass.aif","8A - 4",,-27.1 dB,4,0,0
"Vibrations feat. Ryan Stavrou (Mario Ochoa Remix)","James Trystan & Ryan Stavrou","1A",123.0,"Progressive House, Deep House, Tech House, Electro House, Indie Dance / Nu Disco","Beatport Top 100 March 2014","",1/13/2024,"C:\iTunes\Music\Various Artists\Beatport Top 100 March 2014\54 Vibrations feat. Ryan Stavrou (Mario Ochoa Remix).mp3","1A - 6",2014,-14.3 dB,6,8,0
"She Works Hard For The Money","Donna Summers","1A",137.6,"Pop","","",1/13/2024,"C:\iTunes\Music\Donna Summers\Unknown Album\She Works Hard For The Money.mp3","1A - 7",,-17.5 dB,7,8,9
"Track 23","Jay Dee","4A",93.2,"Hip Hop/Rap","MPC 3000","instrumental",1/13/2024,"C:\iTunes\Music\Jay Dee\MPC 3000\23 Track 23.mp3","4A - 6",2005,-12.9 dB,6,8,198
"Alan Bradley's Message","Daft Punk","12B",113.4,"Soundtrack","Tron: Legacy Score","",1/13/2024,"C:\iTunes\Music\Daft Punk\Tron_ Legacy Score\06 Alan Bradley's Message.mp3","12B - 2",2010,-22.9 dB,2,5,0
"Between Two Points (King Britt remix)","The Glitch Mob","11A",122.0,"Electronic","Drink The Sea - The Remixes Vol. 1","",1/13/2024,"C:\iTunes\Music\The Glitch Mob\Drink The Sea - The Remixes Vol. 1\09 Between Two Points (King Britt remix).mp3","11A - 4",2011,-13.0 dB,4,5,174
"Diplomats feat. Hell Rell - Wouldn't You Llike To Be Gangsta Too (Shortt)","Instrumentals","2A",153.2,"","","",1/13/2024,"C:\iTunes\Music\Instrumentals\Unknown Album\Diplomats feat. Hell Rell - Wouldn't You Llike To Be Gangsta Too (Shortt).mp3","2A - 6",,-12.4 dB,6,5,2723
"The Hero's Suite","Autumn Thunder","9B",100.0,"Soundtrack","40 Years Of NFL Films Music","",6/29/2023,"C:\iTunes\Music\Autumn Thunder\40 Years Of NFL Films Music\08 The Hero's Suite.mp3","9B - 4",2004,-14.6 dB,4,8,193
"Drop the Hate (Santo's Napalm Reprise)","FatBoy Slim","8A",127.0,"Electronic","Camber Sands (ASW 43486-2)","",1/13/2024,"D:\Breakfast Beats\Despierta Boricua\Despierta Boricua Drop The Hate Project\Samples\Imported\02 Drop the Hate (Santo's Napalm Reprise).mp3","8A - 7 - Collected by Тарантиныч",2002,-12.1 dB,7,8,0
"Ex Nihilo (feat. Christon Gray)","Andy Mineo","4A",91.0,"Hip-Hop/Rap","Heroes for Sale","",6/29/2023,"C:\iTunes\Music\Andy Mineo\Heroes for Sale\02 Ex Nihilo (feat. Christon Gray).mp3","4A - 7",2013,-9.6 dB,7,7,2376
"AMIGO","MARC ANTHONY","7A",90.5,"SALSA","VALIO LA PENA","",1/13/2024,"C:\iTunes\Music\MARC ANTHONY\VALIO LA PENA\06 AMIGO.mp3","7A - 5",2004,-12.5 dB,5,8,1368
"Blue Wet Shirt","Tellier & Oizo & Sebastian","8A",131.0,"Soundtrack","Steak (OST)","",1/13/2024,"C:\iTunes\Music\Mr Oizo\Steak (OST)\12 Blue Wet Shirt.mp3","8A - 6",2007,-9.9 dB,6,5,726
"Slippin' And Slidin'","Buddy Holly","1A",136.5,"Rock & Roll","Not Fade Away (The Complete Studio Recordings & More)","",1/13/2024,"C:\iTunes\Music\Buddy Holly\Not Fade Away (The Complete Studio Recordings & More)\6-29 Slippin' And Slidin'.mp3","1A - 4",2009,-16.5 dB,4,8,0
"Can You Party (12'' Mix)","Royal House","9A",123.0,"Electronic","Rave Classics","",10/16/2024,"C:\Users\louis.media\Documents\Soulseek Downloads\complete\Ditiseenusernamevanmij\[[ 500+ Rave Classics ]]\Royal House - Can You Party (12'' Mix).flac","9A - 6",1988,-20.1 dB,6,8,0
"Knock On Wood","Amii Stewart","11B",143.8,"Pop","","",6/29/2023,"C:\iTunes\Music\Amii Stewart\Unknown Album\Knock On Wood.mp3","11B - 8",,-16.8 dB,8,8,0
"Boys","The Beatles","9A",146.2,"Rock","Anthology 1 - Disc 2","",1/13/2024,"C:\iTunes\Music\The Beatles\Anthology 1 - Disc 2\15 Boys.mp3","9A - 6",1995,-15.0 dB,6,6,0
"Where The White Boys Dance","The Killers","2A",107.2,"Rock","Sawdust","",1/13/2024,"C:\iTunes\Music\The Killers\Sawdust\07 Where The White Boys Dance.mp3","2A - 7",2007,-11.5 dB,7,8,6264
"08 The Patch","","10A",82.0,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\08 08 The Patch.mp3","10A - 7",,-11.2 dB,7,6,2973
"Maggie Mae","The Beatles","9B",169.4,"Pop/Rock","Let It Be","",1/13/2024,"C:\iTunes\Music\The Beatles\Let It Be\07 Maggie Mae.mp3","9B - 4",1970,-17.6 dB,4,5,0
"Keep It On","J-88","12A",88.0,"Hip-Hop","Best Kept Secret","",1/13/2024,"C:\iTunes\Music\J-88\Best Kept Secret\06 Keep It On.mp3","12A - 5",2000,-11.9 dB,5,7,1116
"Another One Bites The Dust","Queen","4A",109.8,"Hard Rock","Sounds Of The '80s: The Rockin' Eighties","",1/13/2024,"C:\iTunes\Music\Queen\Sounds Of The '80s_ The Rockin' Eighties\01 Another One Bites The Dust.mp3","4A - 7",,-19.4 dB,7,5,0
"Artamis","Luciano","8A",127.0,"Electronica/Dance","MixMag Presents Sven Väth Cocoon Classics","",1/13/2024,"C:\iTunes\Music\Compilations\MixMag Presents Sven Väth Cocoon Classics\04 Artamis.mp3","8A - 7",2009,-11.4 dB,7,4,629
"Con","Radical One","6A",130.0,"","Carta Para Ti","",3/18/2023,"C:\Users\louis.media\Music\Radical One Full Collection\Radical One - Carta Para Ti\Radical One - Carta Para Ti - 04 Con.mp3","6A - 7 - Visit http://radicalone.bandcamp.com",2018,-9.1 dB,7,4,5
"Walkman (Re-Edit)","SebastiAn","7A",118.8,"Electronic","Ross Ross Ross","",1/13/2024,"C:\iTunes\Music\Sebastian\Ross Ross Ross\01 Walkman (Re-Edit).mp3","7A - 7",2007,-17.7 dB,7,8,0
"Runaway (Original Mix)","Pierce Fulton","9B",128.0,"Progressive House","Runaway EP","",1/13/2024,"C:\iTunes\Music\Pierce Fulton\Runaway EP\01 Runaway (Original Mix).mp3","9B - 8",2014,-9.6 dB,8,8,7367
"Sloop John B (Vocals Only)","The Beach Boys","4B",157.1,"Baroque Pop/Pop Rock","The Pet Sounds Sessions","",6/29/2023,"D:\Breakfast Beats\Merengue\Untitled Session 1\Imported Files\3-06 Sloop John B (Vocals Only).mp3","4B - 4",1997,-18.3 dB,4,3,3
"Trooper","Boys Noize","9A",93.7,"Electronic","Power","http://www.diary.ru/~Electrocircle/",1/13/2024,"C:\iTunes\Music\Boys Noize\Power\07 Trooper.mp3","9A - 6",2009,-11.4 dB,6,6,218
"Speed - Mark Mancina - Main Theme","Cinema Themes and Music","9A",136.5,"Soundtrack","Cinema Themes and Music","",1/13/2024,"C:\iTunes\Music\Cinema Themes and Music\Cinema Themes and Music\Speed - Mark Mancina - Main Theme.mp3","9A - 3",,-18.4 dB,3,8,13
"Hot Sex","A Tribe Called Quest","8A",100.0,"Rap","The Love Movement","",6/29/2023,"C:\iTunes\Music\A Tribe Called Quest\The Love Movement\18 Hot Sex.mp3","8A - 6",1998,-11.5 dB,6,3,1493
"The Mexican (Deekline & Tim Healy Mix)","Deekline & Tim Healey feat. Babe Ruth","9A",127.6,"","Maximum Bass Ultimate","",1/13/2024,"C:\iTunes\Music\Deekline & Tim Healey feat. Babe Ruth\Maximum Bass Ultimate\13 The Mexican (Deekline & Tim Healy Mix).mp3","9A - 7",,-10.2 dB,7,8,205
"Ghost Ark - Ark Of Light","Dred Collective","11A",138.9,"","Dred Collective : Vol. 1","",1/13/2024,"C:\iTunes\Music\Dred Collective\Dred Collective _ Vol. 1\04 Ghost Ark - Ark Of Light.mp3","11A - 4 - Visit http://dredcollective.bandcamp.com",2013,-10.0 dB,4,3,0
"Tout a 10 Balles","Dj Tall","10B",120.5,"French House","Etienne De Crécy Presents Super Discount","",1/13/2024,"C:\iTunes\Music\Etienne De Crecy\Etienne De Crécy Presents Super Discount\1-07 Tout a 10 Balles.mp3","10B - 3",1997,-23.9 dB,3,1,0
"Summertime Sadness (Cedric Gervais Remix)","023. Lana Del Rey","12A",126.0,"","(soundz4.me) presents Beatport Top 100 April 2013","",6/29/2023,"C:\iTunes\Music\(soundz4.me)\(soundz4.me) presents Beatport Top 100 April 2013\Summertime Sadness (Cedric Gervais Remix).mp3","12A - 8",,-9.2 dB,8,8,9317
"Oh! Darling","The Beatles","11B",114.7,"Rock","Anthology 3 - Disc 2","",1/13/2024,"C:\iTunes\Music\The Beatles\Anthology 3 - Disc 2\09 Oh! Darling.mp3","11B - 4",1969,-21.1 dB,4,8,0
"Au Pair Girls","The Wiseguys","7A",153.9,"Big Beat","The Antidote","",1/13/2024,"C:\iTunes\Music\The Wiseguys\The Antidote\13 Au Pair Girls.mp3","7A - 5",,-16.4 dB,5,8,0
"Unbreakable - Visions - James Newton Howard","Cinema Themes and Music","9A",85.0,"Soundtrack","Cinema Themes and Music","",1/13/2024,"C:\iTunes\Music\Cinema Themes and Music\Cinema Themes and Music\Unbreakable - Visions - James Newton Howard.mp3","9A - 3",,-23.1 dB,3,8,4
"Calling On You","Stryper","3B",123.1,"","Extended Versions","",5/9/2022,"C:\Users\louis.media\Documents\Soulseek Downloads\complete\Tak-MK\Extended Versions\02 - Calling On You.mp3","3B - 7",2006,-10.4 dB,7,8,303
"The Best Disco In Town","Ritchie Family","4A",122.6,"Pop","","",1/13/2024,"C:\iTunes\Music\Ritchie Family\Unknown Album\The Best Disco In Town.mp3","4A - 7",,-16.4 dB,7,7,30
"Avalanches - Frontier Psychiatrist","The Avalanches","9A",83.8,"Electronica","After the Goldrush","",6/29/2023,"C:\iTunes\Music\The Avalanches\After the Goldrush\18 Avalanches - Frontier Psychiatrist.mp3","9A - 4",2008,-16.2 dB,4,1,9
"Hi Friend!","Deadmau5","6A",128.0,"Progressive House","For Lack of a Better Name","For Lack of a Better Name",1/13/2024,"C:\iTunes\Music\Deadmau5\For Lack of a Better Name\04 Hi Friend!.mp3","6A - 6",2009,-15.2 dB,6,6,0
"Money (That's What I Want)","The Beatles","9A",129.6,"Pop/Rock","With The Beatles","",1/13/2024,"C:\iTunes\Music\The Beatles\With The Beatles\14 Money (That's What I Want).mp3","9A - 6",1963,-12.5 dB,6,8,0
"Your Love","Ambassador Feat. KJ52 & Michelle Bonilla","8B",80.0,"Religious","Stop The Funeral","",6/29/2023,"C:\iTunes\Music\Ambassador Feat. KJ52 & Michelle Bonilla\Stop The Funeral\12 Your Love.m4a","8B - 7",2011,-10.2 dB,7,8,457
"Choose You","Devoted To Him (DTH)","8A",95.0,"Religious","Truth","",1/13/2024,"C:\iTunes\Music\Devoted To Him (DTH)\Truth\11 Choose You.mp3","8A - 8",2004,-11.9 dB,8,5,4426
"BRB (Original Mix)","Phat Deuce","1A",128.0,"","","",1/13/2024,"C:\iTunes\Music\Phat Deuce\Unknown Album\BRB (Original Mix).mp3","1A - 8",2013,-10.5 dB,8,8,742
"Track 14","JAY DEE","8A",88.0,"","BEAT CD","",1/13/2024,"C:\iTunes\Music\Jay Dee\BEAT CD\1-14 Track 14.mp3","8A - 3",,-11.8 dB,3,1,376
"4-16 Smoke Gets In Your Eyes","","2A",112.9,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\4-16 Smoke Gets In Your Eyes.wav","2A - 3",,-19.5 dB,3,6,1
"Dr. Love","First Choice","5A",114.7,"Dance","Delusions (Bonus Version)","",9/8/2021,"C:\Users\louis.media\Music\Disco\Dr. Love First Choice.mp3","5A - 6",1977,-26.2 dB,6,8,0
"Equinox","Skrillex","4A",144.0,"","","",1/13/2024,"C:\iTunes\Music\Skrillex\Unknown Album\Equinox.mp3","4A - 8",,-8.4 dB,8,6,10382
"Marilyn Manson - Putting Holes In Happiness (Boys Noize Remix)","Boys Noize","9A",131.9,"Electro","Putting Holes In Happiness [CD Single]","",1/13/2024,"C:\iTunes\Music\Boys Noize\Putting Holes In Happiness [CD Single]\Marilyn Manson - Putting Holes In Happiness (Boys Noize Remix).mp3","9A - 8",2007,-17.7 dB,8,8,0
"I Just Wasn't Made For These Times","Bullion","5A",97.0,"R'n'B / Hip-Hop","Pet Sounds: In The Key Of Dee","",1/13/2024,"C:\iTunes\Music\Bullion\Pet Sounds_ In The Key Of Dee\04 I Just Wasn't Made For These Times.mp3","5A - 7",2007,-11.7 dB,7,8,210
"Seduces Me","Celine Dion","6A",88.5,"Pop","The Essential","",1/13/2024,"C:\iTunes\Music\Celine Dion\The Essential\29 Seduces Me.mp3","6A - 3",2011,-14.0 dB,3,6,8
"Welcome To The Jungle","Neon Jungle","11A",126.0,"Chart Hits","UK Top 40 Singles Chart ( 04 May 2014 )","",1/13/2024,"C:\iTunes\Music\Various Artists\UK Top 40 Singles Chart ( 04 May 2014 )\15 Welcome To The Jungle.mp3","11A - 7",2014,-10.7 dB,7,8,2207
"Mask Off","Future","7A",150.0,"Hip-Hop/Rap","FUTURE","",1/13/2024,"C:\iTunes\Music\Future\FUTURE\07 Mask Off.mp3","7A - 4",2017,-10.5 dB,4,8,0
"Technique","Amon Tobin","5A",120.0,"Electronica","Technique","",6/29/2023,"C:\iTunes\Music\Amon Tobin\Technique\01 Technique.mp3","5A - 7",2008,-11.2 dB,7,7,13
"Tiësto & Allure - Pair of Dice (Original Mix)[www.muzeno.pl]","Tiësto & Allure","4B",128.0,"MuZeNo","..::www.muzeno.pl::..","",6/29/2023,"C:\iTunes\Music\Unknown Artist\_.__www.muzeno.pl__._\Tiësto & Allure - Pair of Dice (Original Mix)[www.muzeno.pl].mp3","4B - 7",2012,-9.3 dB,7,8,3522
"Another Alias - Cut Corners","Dred Collective","4A",130.0,"","Italdred x Dred Collective - Techno","",1/13/2024,"C:\iTunes\Music\Dred Collective\Italdred x Dred Collective - Techno\01 Another Alias - Cut Corners.mp3","4A - 6 - Visit http://dredcollective.bandcamp.com",2015,-12.1 dB,6,8,4
"Split Your Infinities","Boards of Canada","2A",128.0,"Electronic","Tomorrow's Harvest","",1/13/2024,"C:\iTunes\Music\Boards of Canada\Tomorrow's Harvest\11 Split Your Infinities.mp3","2A - 5",2013,-14.5 dB,5,5,2
"I Loved Her First","Heartland","12B",138.0,"Country","I Loved Her First","",1/13/2024,"C:\iTunes\Music\Heartland\I Loved Her First\09 I Loved Her First.mp3","12B - 3",2006,-18.8 dB,3,3,0
"Uffie - Pop The Glock (SebastiAn Remix)","SebastiAn","11A",111.8,"Electronic","Remixes","Hip Hop, Electro, Party",1/13/2024,"C:\iTunes\Music\Sebastian\Remixes\02 Uffie - Pop The Glock (SebastiAn Remix).mp3","11A - 6",2006,-19.3 dB,6,8,0
"Flashed Junk Mind","Milky Chance","1B",118.0,"Indie","Sadnecessary","",1/13/2024,"C:\iTunes\Music\Milky Chance\Sadnecessary\02 Flashed Junk Mind.mp3","1B - 6",,-11.5 dB,6,8,0
"Grass","Aphex Twin","8A",139.9,"Ambient","Selected Ambient Works, Volume II [CD1]","",6/29/2023,"C:\iTunes\Music\Aphex Twin\Selected Ambient Works, Volume II [CD1]\05 Grass.mp3","8A - 2",1994,-23.1 dB,2,7,0
"Track 04","","6A",87.0,"","","",6/29/2023,"C:\iTunes\Music\Unknown Artist\Unknown Album\04 Track 04.m4a","6A - 6",,-11.5 dB,6,8,7711
"Standing In The Way Of Control [Soulwax Nite Version]","The Gossip","8A",130.0,"Electronic","Most Of The Remixes... Mixed By 2 Many DJ's","",1/13/2024,"C:\iTunes\Music\Soulwax\Most Of The Remixes... Mixed By 2 Many DJ's\2-02 Standing In The Way Of Control [Soulwax Nite Version].mp3","8A - 7",2007,-10.5 dB,7,8,32
"I Know There's An Answer","Bullion","3A",91.0,"R'n'B / Hip-Hop","Pet Sounds: In The Key Of Dee","",1/13/2024,"C:\iTunes\Music\Bullion\Pet Sounds_ In The Key Of Dee\09 I Know There's An Answer.mp3","3A - 6",2007,-9.4 dB,6,8,626
"Don't Slow Down","Matt & Kim","9B",150.0,"rock","Grand","",1/13/2024,"C:\iTunes\Music\Matt & Kim\Grand\07 Don't Slow Down.mp3","9B - 7",2009,-9.8 dB,7,8,15634
"Young Ft. KB","Andy Mineo","1A",136.0,"Rap","Formerly Known","",6/29/2023,"C:\iTunes\Music\Andy Mineo\Formerly Known\05 Young Ft. KB.m4a","1A - 7",2011,-9.3 dB,7,8,5164
"Pourriture 2","Mr. Oizo","5A",118.0,"Electronic","Lambs Anger","",1/13/2024,"C:\iTunes\Music\Mr. Oizo\Lambs Anger\02 Pourriture 2.mp3","5A - 7",2008,-10.2 dB,7,5,3564
"I Wanna Rock You","Giorgio Moroder","2A",121.2,"Electronic","E=MC2","",1/13/2024,"C:\iTunes\Music\Giorgio Moroder\E=MC2\04 I Wanna Rock You.mp3","2A - 7",1979,-14.4 dB,7,8,23
"I Knew You Were Trouble","Taylor Swift","2B",154.0,"Pop","The Official Uk Top 40 Singles Chart 21-04-2013","",1/13/2024,"C:\iTunes\Music\Compilations\The Official Uk Top 40 Singles Chart 21-04-2013\39 I Knew You Were Trouble.mp3","2B - 8",2013,-14.0 dB,8,8,0
